Transaction_ID,User_ID,Merchant_ID,Transaction_Amount,Transaction_Hour,Transaction_Day,Transaction_Month,Location_Lat,Location_Lon,Device_Type,Transaction_Type,Previous_Transaction_Days,Days_Since_Card_Issued,Fraud
TXN001829,2282,1506,1259.784844627494,15,22,3,27.55761936261814,87.90452274042119,POS,Online,12,2794,0
TXN001830,4941,1536,1818.0200882218214,8,7,11,30.21215113293901,75.04377088625161,POS,Online,24,3162,0
TXN001831,3954,1018,2819.07268064215,18,12,2,16.90370227182749,84.17417346375791,Mobile,In-Store,19,2939,0
TXN001832,1766,1873,50.0,11,7,7,24.848625125248553,87.3913920047543,Desktop,Online,29,1821,0
TXN001833,1707,1988,2811.1154615359505,23,19,10,15.53560253203663,82.64853695766371,POS,In-Store,15,3395,0
TXN001834,3303,64,4526.281436800344,11,15,4,27.01289022232382,69.15943772890508,Mobile,In-Store,1,845,0
TXN001835,3981,559,439070.8736217327,1,3,10,47.04997645122644,-179.7508877509169,Mobile,Online,0,7,1
TXN001836,228,429,1224.8391137885155,8,7,11,25.981901996507766,90.69532930876225,Mobile,In-Store,7,3166,0
TXN001837,943,427,3039.661823351922,9,5,2,13.78282268375943,89.94890973436738,Desktop,Online,25,567,0
TXN001838,3875,1097,37.34466149527038,3,7,1,-10.761318343534882,50.757755588387084,Mobile,Online,0,53,1
TXN001839,3041,615,3066.780456012881,14,4,1,20.02208689272473,76.37952023316186,POS,Online,2,139,0
TXN001840,2835,625,3513.2765650824213,14,22,6,13.837075767442869,93.99850424918995,Mobile,Online,21,1145,0
TXN001841,2674,164,710.0147339924092,20,24,6,23.891305899860043,73.39263712829886,Mobile,Online,26,3284,0
TXN001842,2125,355,1797.3026850651277,22,23,4,8.855150832548368,69.90526988907668,Desktop,In-Store,23,3401,0
TXN001843,1810,229,4637.087170564504,11,28,10,26.529195801328722,88.35117653330656,POS,Online,17,158,0
TXN001844,506,1186,4063.7551870745824,9,8,8,32.89186882768277,74.71467095144122,Mobile,Online,21,2518,0
TXN001845,3572,509,2573.4619687430995,19,28,2,14.303811972738888,76.92719677082161,Mobile,Online,7,3059,0
TXN001846,3278,1818,3052.4979231877596,10,28,12,11.197618623096048,89.33024368958642,Desktop,In-Store,22,1113,0
TXN001847,746,1072,50.0,19,25,8,28.673340180953677,77.52587230073586,Mobile,In-Store,19,194,0
TXN001848,4540,973,1080.9578723345514,12,24,12,32.62195838377475,83.28920146433082,Mobile,Online,14,1941,0
TXN001849,3816,932,2700.205007968717,17,21,8,22.279913353195667,91.2679952342998,Mobile,In-Store,17,1624,0
TXN001850,4823,582,2994.365413031396,11,10,5,32.34100726102134,84.27422603260794,Desktop,In-Store,25,557,0
TXN001851,1494,1812,74.3287474493327,15,5,5,24.78699173510656,93.65737091550908,Desktop,Online,11,3028,0
TXN001852,1308,1171,3791779.320411702,8,8,8,23.331572592639773,77.98689320200283,Mobile,Online,6,562,1
TXN001853,4931,1037,1673.5393672115104,22,7,4,34.78789942541924,96.05028295719649,Desktop,Online,7,3159,0
TXN001854,243,868,3880.1115220551337,19,12,3,29.187056197680292,69.57090878454183,Mobile,Online,21,1723,0
TXN001855,2623,1145,7603560.981334858,3,13,12,87.47725299332777,91.92180638539975,Mobile,Online,68,13,1
TXN001856,1428,1306,740.7514252418594,21,13,9,14.535432839767346,78.54596527636433,Mobile,Online,15,2086,0
TXN001857,3446,665,3631.0222433089452,19,10,8,30.64924330553388,73.9048390435878,POS,Online,27,1300,0
TXN001858,3108,1288,1346.3599830852315,15,5,3,14.783990932222578,69.22391956503851,Mobile,Online,8,813,0
TXN001859,3763,642,3922.6769116685728,12,10,7,19.77558481509087,82.14945661454526,POS,Online,3,294,0
TXN001860,4849,682,4200.396546340655,0,17,3,27.014316091485668,93.93612691505423,POS,Online,6,3581,0
TXN001861,1375,1751,61.32640541377896,21,2,6,18.20069721998148,78.64110664357973,Mobile,Online,16,285,0
TXN001862,2984,1639,3592455.4533500513,4,21,11,-39.673278946619455,-71.12313798261401,ATM,Online,143,7,1
TXN001863,1984,342,847990.9124835778,0,24,2,-18.97922039361086,-27.866401727709842,ATM,ATM_Withdrawal,175,73,1
TXN001864,2894,206,438.383906151445,15,15,9,31.85916381600597,80.27360156697198,POS,In-Store,24,521,0
TXN001865,2632,699,1844.9978663476224,0,7,8,15.325776915542896,80.01162078242747,POS,Online,5,2852,0
TXN001866,2896,1643,2836828.071270196,4,26,12,-60.586538192862925,-170.76369297634525,Mobile,ATM_Withdrawal,130,2,1
TXN001867,4577,1932,6346.779936712116,23,27,10,8.226006599997309,69.36644672824424,Mobile,In-Store,22,3084,0
TXN001868,4251,696,275.84581082040086,19,22,5,33.3813243834343,70.83088764349107,Desktop,Online,15,1458,0
TXN001869,3515,988,1384.0507005244024,8,19,1,15.823004503143963,89.55365851911257,Mobile,In-Store,21,2571,0
TXN001870,354,69,1571.1488089537502,0,15,4,24.304886177145328,87.91605230497574,Desktop,Online,7,125,0
TXN001871,1372,549,3688.0658551239076,0,6,3,34.474410493011554,77.27526131227222,Mobile,Online,0,2858,0
TXN001872,3105,1431,1757.4934680957401,14,4,2,13.73187015131764,77.97540618801784,POS,Online,24,1957,0
TXN001873,176,142,3191.4391401565053,17,15,12,10.67491682477709,68.44609468152368,Mobile,Online,24,3046,0
TXN001874,4868,882,770.9293697934233,21,15,6,20.262028333828873,91.24913447389653,Mobile,Online,3,2429,0
TXN001875,4453,957,3786.424326605613,19,10,4,30.827349762500404,96.53044761722546,Mobile,Online,22,3569,0
TXN001876,2551,778,137.59173101675742,11,23,6,22.319408728983596,92.2755756722416,Desktop,In-Store,28,1959,0
TXN001877,3857,499,3559.932922448912,22,11,10,34.113995569841585,70.64845796186096,Desktop,Online,25,1848,0
TXN001878,4863,1801,1624.2423056855105,7,17,4,11.18473851723206,96.66673755627542,Desktop,In-Store,28,733,0
TXN001879,4239,1899,477.1380818966652,1,18,8,-41.0229982964561,-78.3466043440181,Mobile,Online,0,34,1
TXN001880,3872,492,1321.9475280178285,7,14,5,16.202993798704853,94.13869979703648,Mobile,Online,13,1175,0
TXN001881,4848,396,4011.5649597836023,22,10,11,25.683805360349464,70.5019377097325,POS,In-Store,13,448,0
TXN001882,1196,1122,421082.89551008085,2,24,1,3.7727348788428827,-174.7362132994892,Mobile,Online,0,6,1
TXN001883,39,1898,6567.524242075412,16,23,4,30.695816716300303,93.09590824169962,Mobile,In-Store,0,2181,0
TXN001884,4223,1750,592.657001901845,20,28,9,24.524569504836236,96.63069822369744,Desktop,In-Store,1,539,0
TXN001885,2656,898,931.5149219444324,18,24,1,26.77991205391501,75.46824810094019,Mobile,Online,19,980,0
TXN001886,260,357,89621.87860264882,1,4,4,43.298940820649705,-46.070768863725306,Mobile,Online,0,2,1
TXN001887,3644,1249,164.55536121903742,12,15,4,33.03446372401196,96.01482752524583,Mobile,In-Store,17,2079,0
TXN001888,3243,148,2172.755639446872,20,27,6,34.13332763645951,93.44500708825349,Mobile,In-Store,29,80,0
TXN001889,2711,752,6566.928358335714,17,22,10,33.82240250686732,72.02048323364842,Mobile,Online,13,839,0
TXN001890,2894,1430,788.3738146627741,10,8,3,32.66330110799013,74.01263175893828,Mobile,Online,19,423,0
TXN001891,2895,1653,442119.44197189284,3,25,10,9.41073613845289,161.266033108464,Mobile,Online,0,1,1
TXN001892,4231,910,3440.843408885976,17,8,6,15.728434899418648,93.96962511658982,Mobile,In-Store,12,1362,0
TXN001893,773,1899,2305.7203244678044,17,18,1,21.857235433631715,81.33071158236547,Mobile,Online,23,892,0
TXN001894,2241,1178,2777.111716091943,9,8,8,28.993523781435687,87.26152028804376,Mobile,In-Store,26,304,0
TXN001895,2719,1881,1694.5882091864075,15,8,5,19.32857037416794,93.9142125797936,Desktop,In-Store,20,276,0
TXN001896,1982,683,84.89252738276764,17,27,4,10.99046463452517,87.91826571690574,Desktop,Online,9,1424,0
TXN001897,645,1604,459.47169309080937,17,2,4,27.22829585433971,95.0345889851679,Mobile,Online,4,920,0
TXN001898,3004,95,2238.6364613225537,22,10,2,19.920146826650818,81.0657834473332,Desktop,Online,13,1267,0
TXN001899,1451,1637,2848.5180738493036,20,27,11,20.999514937848048,69.99047247978702,POS,Online,21,3230,0
TXN001900,1593,1581,4326.053793658465,23,16,11,18.62954914411564,74.80821927119706,POS,In-Store,21,3119,0
TXN001901,4790,480,2526.4124628825925,8,5,4,9.919553164592948,68.36087461635633,Mobile,Online,20,3152,0
TXN001902,1356,625,4965.16667091985,8,1,3,14.146529344047192,85.31559544759156,Mobile,In-Store,1,421,0
TXN001903,4184,1740,3071.753370356342,14,17,12,17.992707849264796,84.95695969252989,Mobile,Online,6,1199,0
TXN001904,4049,895,5199.41122244132,13,15,5,8.582518247814711,94.06305750553523,Mobile,Online,7,2743,0
TXN001905,4488,1974,3876.2926558763584,11,16,2,15.69965669182247,75.41443836240569,POS,Online,25,1218,0
TXN001906,82,1739,2410.167145165181,13,2,3,10.951707385447278,83.15772823055454,Mobile,Online,3,3140,0
TXN001907,946,696,498.31652828211713,16,5,3,13.6222108404214,79.89615777572544,Desktop,In-Store,28,3197,0
TXN001908,2363,1753,4907.889839459658,0,9,8,17.802000304727475,82.75475362046855,Desktop,In-Store,7,2871,0
TXN001909,3405,1661,855.9813556650774,11,15,10,23.292505997977447,93.47856753425617,Mobile,In-Store,29,160,0
TXN001910,2921,1413,321.9668751477984,10,2,3,27.914468524517012,79.71557218607161,POS,In-Store,26,2298,0
TXN001911,1517,897,8471.186075568501,18,19,12,34.36150522657195,76.67492493159264,Desktop,Online,11,2586,0
TXN001912,2564,410,7225.235115573745,12,21,7,32.08683264066957,75.7305894319983,Desktop,Online,7,1850,0
TXN001913,4765,835,2948.174024457722,12,18,9,23.233446976937877,86.36164247779013,Mobile,In-Store,11,2846,0
TXN001914,2372,1419,793.1236550129624,15,22,12,32.75858800153742,68.40544019648544,Mobile,Online,27,492,0
TXN001915,494,1478,2865519.96251982,2,27,10,34.30532189905155,81.79928106560202,Desktop,Online,6,389,1
TXN001916,3799,507,2385.869434085001,13,19,8,8.249091797374712,83.22576287174668,POS,Online,8,2424,0
TXN001917,4810,1612,5921.69616073456,21,12,7,30.00913725667641,94.06201583888033,Desktop,Online,4,1093,0
TXN001918,3081,55,1680.9563959765112,18,1,2,34.73367243825584,73.16643987989687,Desktop,Online,14,3078,0
TXN001919,51,1837,3187.4991349497495,15,24,7,31.61952451955217,85.06483821577363,Mobile,Online,5,1640,0
TXN001920,577,853,7510.623927356829,18,11,12,30.792548986734797,69.08141906567792,Desktop,In-Store,2,227,0
TXN001921,515,1885,3710.6240577987583,18,24,5,31.86487123268846,87.17997928044157,Mobile,Online,8,2054,0
TXN001922,56,772,443.2610518140041,8,16,2,28.9055260414991,91.4966038695015,Mobile,Online,20,3435,0
TXN001923,3613,353,3856.6975202655512,20,19,8,30.500441984381577,87.76716427595824,Desktop,Online,29,1652,0
TXN001924,2445,619,2915.399701321202,22,19,10,8.630364238905653,85.84001217124248,Desktop,In-Store,21,1566,0
TXN001925,1221,1451,3442.6487634590453,0,18,3,31.9375244234339,88.31836366014184,Desktop,Online,18,1847,0
TXN001926,4573,89,1143.3860141008001,11,4,9,22.302524341208485,73.82239189414497,Mobile,Online,10,2717,0
TXN001927,2459,468,3425.2503226605895,13,28,11,23.937318677964257,90.55017335422627,Desktop,In-Store,7,1905,0
TXN001928,4955,827,4533.930108775728,20,12,11,28.821505179026126,95.11241241288369,Mobile,Online,1,1952,0
TXN001929,4325,736,2763.643455626146,19,13,3,31.007541995738844,80.6547060734393,Mobile,Online,25,844,0
TXN001930,4908,819,3550.6611355306068,17,3,8,14.516454054849415,87.02509999529173,Desktop,Online,19,131,0
TXN001931,1666,945,3154.1608586017746,9,1,1,27.179752337701924,71.65253756991719,Desktop,In-Store,14,1212,0
TXN001932,2812,1606,217.24884903424436,23,26,8,9.214596667303866,92.23686345808262,Mobile,Online,20,418,0
TXN001933,4810,1270,4369.118982159138,9,2,10,16.624352811254997,75.11864710516105,Mobile,In-Store,18,2313,0
TXN001934,1655,335,4904.8147399324025,13,13,3,11.662092180547331,72.88833692332084,Desktop,In-Store,4,1302,0
TXN001935,3686,705,4198.268466917431,20,2,11,20.884690275438288,75.31077128687589,POS,Online,10,315,0
TXN001936,3201,519,796.3393176072439,17,13,11,11.904558833557381,78.35689540030502,Mobile,Online,24,1705,0
TXN001937,117,1148,6929.143099809434,18,7,6,12.769175298419505,70.29691773624978,Mobile,In-Store,18,3115,0
TXN001938,1635,1987,3020.2723182463437,18,6,1,34.977346792716645,89.06656037615481,Mobile,In-Store,9,3373,0
TXN001939,757,551,4637.06925784759,7,18,3,28.12098979302862,86.57418075978758,Mobile,Online,19,709,0
TXN001940,2220,1208,1987.5791527418444,17,18,5,32.93299917987329,85.63630582360892,Mobile,In-Store,29,2408,0
TXN001941,347,609,4999.537390513582,12,18,3,14.832139382081174,72.52298452280286,Desktop,In-Store,23,373,0
TXN001942,2863,722,1115.148897160062,9,13,9,8.853055526151678,71.08643750161683,Mobile,Online,2,677,0
TXN001943,4009,1981,130.64039961692015,13,4,3,18.947374617339776,71.61303318050949,Mobile,Online,28,2379,0
TXN001944,1195,1125,1918.6481429228688,12,25,8,14.262539392759997,78.70920368005515,Desktop,Online,27,1817,0
TXN001945,1112,886,4860.87475579469,20,27,2,22.773238740071953,75.74749324688995,Desktop,Online,28,1928,0
TXN001946,4270,1634,3789.5287125179443,9,16,4,26.354591367705947,83.68240844953938,Mobile,Online,16,2818,0
TXN001947,1051,1944,2652.2678135579295,18,15,10,12.236060748084398,88.6165917908846,Desktop,Online,14,3144,0
TXN001948,1617,75,3320.985855046251,9,28,4,19.349315189914954,91.55818911704861,Mobile,Online,4,1759,0
TXN001949,2863,191,3177.830716155126,10,14,3,33.16329655026444,90.50210536981558,Desktop,Online,16,3484,0
TXN001950,1116,327,4073.429995023268,13,25,9,23.820584762249723,77.89066487767927,Mobile,Online,4,176,0
TXN001951,1551,798,5204.998260448738,13,8,12,34.53298341485447,72.53471414118025,Desktop,Online,15,3643,0
TXN001952,2479,371,2753.1975731844204,13,25,5,11.28939490038804,85.48537448488955,POS,Online,3,301,0
TXN001953,489,749,2365.905213803558,0,19,4,32.46497064552239,95.44102431804396,Mobile,In-Store,28,1304,0
TXN001954,3263,1148,4021.5829261218137,14,13,9,32.63810854863527,75.22087945504245,Mobile,In-Store,29,66,0
TXN001955,1194,522,1707.370792665584,16,24,8,32.54948050250988,88.72765599246397,Desktop,In-Store,3,249,0
TXN001956,3076,1788,2550.5724252884743,9,25,9,16.653822414582105,77.91945778445373,POS,Online,0,1508,0
TXN001957,4285,1474,3415683.9066375084,9,13,11,23.248231034199275,94.88953856302838,Desktop,Online,14,650,1
TXN001958,1755,1387,796.5534977401444,9,4,12,14.205609177723122,89.80325751873073,Mobile,Online,24,489,0
TXN001959,3291,283,1782.6565904267954,23,11,12,30.728013651944455,79.49073574060309,Desktop,In-Store,14,196,0
TXN001960,4660,8,1800.661651217858,8,12,6,21.740596996119123,90.24462611115358,Mobile,Online,1,655,0
TXN001961,815,455,1904.5061517810009,0,2,9,27.05468123099434,70.26268314032777,POS,Online,27,2808,0
TXN001962,2982,980,1670.6268646127592,19,1,2,29.38407830820473,68.18807868254923,Mobile,Online,10,1504,0
TXN001963,90,1009,3520.5171493927564,17,15,6,18.160386825302304,96.07335152545411,Desktop,Online,22,2778,0
TXN001964,1490,1253,601.1066426710618,0,23,7,10.857674915930156,88.06776984736285,Mobile,Online,2,2092,0
TXN001965,2283,280,56.57444218040564,19,15,2,22.33211316593813,73.02201809509933,POS,In-Store,3,3551,0
TXN001966,1277,556,2412.1728143215896,7,7,12,34.2480916760081,88.86422629735792,Desktop,In-Store,29,1999,0
TXN001967,2334,190,1515.6796460387072,19,27,1,8.336538526575195,79.1550023901915,Mobile,Online,13,1199,0
TXN001968,4640,1936,1722.568604490105,9,3,6,27.272556328130776,71.71710350132628,Desktop,Online,4,2457,0
TXN001969,4433,123,965.9873577063177,16,6,8,10.626446451286213,74.06042998234503,Desktop,Online,22,3324,0
TXN001970,2114,1152,4203.167708688516,15,5,5,27.9194752365081,79.64646700790833,POS,Online,24,2924,0
TXN001971,510,1038,1892.2246115858043,23,13,8,19.540889197613126,74.5843156241169,POS,Online,9,1736,0
TXN001972,3254,1341,1280.1591846017727,21,18,5,18.02325002589052,94.55322125877098,Mobile,Online,7,602,0
TXN001973,3508,1877,2903.717125639487,10,15,2,29.104785697740084,89.08524674361377,Mobile,Online,19,2442,0
TXN001974,306,440,906.5294017617762,13,23,9,26.97616216447409,76.65835403003592,Mobile,Online,22,2733,0
TXN001975,2590,806,1879.410314871037,14,19,2,27.596992602625274,87.71349289045259,Mobile,Online,20,1605,0
TXN001976,3647,1754,2253.0690924751398,10,13,5,29.606236323549396,82.31018714789315,Desktop,Online,8,762,0
TXN001977,2061,1532,1488.1060472491674,9,13,3,8.753999269012178,77.47489251730073,Mobile,Online,28,385,0
TXN001978,1286,222,427.72369773516726,4,23,3,35.76515560803729,-104.74064546011635,Mobile,Online,0,42,1
TXN001979,3012,1996,4093.052706795357,15,23,12,15.140817437115544,81.51244087180012,POS,In-Store,12,2738,0
TXN001980,153,354,1630.5485949163958,10,15,3,25.240449614769698,83.11654735273366,Mobile,Online,6,72,0
TXN001981,4357,137,1052.6597210404068,14,7,11,28.13428848614281,79.28040895701626,Desktop,Online,29,307,0
TXN001982,1578,1290,4399.740817804117,15,12,3,31.313482862330673,79.97522244387201,Mobile,Online,5,1889,0
TXN001983,571,786,2220.515633606944,23,12,11,27.252049077139564,85.91054340527174,POS,Online,12,2318,0
TXN001984,4517,165,143.7630651595082,19,18,11,22.47311024524771,68.77215217381419,Mobile,In-Store,3,116,0
TXN001985,4842,1291,6170.435030441047,16,19,7,34.33089425728283,70.2722803173154,Desktop,Online,10,1439,0
TXN001986,3401,86,3299.343523512125,19,2,4,21.169381863883054,72.72924841091132,Desktop,Online,10,1030,0
TXN001987,4310,85,3953.4183426755244,21,17,10,22.785388156468937,96.17481102053537,Mobile,Online,15,215,0
TXN001988,188,1026,2771.5117426879674,20,3,11,8.784236632865937,73.3793031919921,Mobile,Online,11,980,0
TXN001989,4853,1458,824.6700019127991,17,16,6,30.468155571891415,85.6195343127626,Desktop,Online,23,260,0
TXN001990,3650,1304,3347.559534820413,22,8,6,10.33857154469693,93.4037969561727,POS,Online,23,2293,0
TXN001991,2127,784,3122.978596783973,22,12,8,26.248319240267907,70.50954974781736,Desktop,Online,18,2093,0
TXN001992,3532,803,5519.242230845683,9,28,11,31.463505773980312,86.48276124169553,Mobile,Online,5,1225,0
TXN001993,2300,951,1735.3802394020274,23,11,3,15.266558989864897,81.88925801639792,Desktop,Online,15,957,0
TXN001994,2408,1614,4523.102878157313,15,4,11,12.653955906904809,96.84732284875733,Mobile,In-Store,9,1971,0
TXN001995,3414,1806,3502.3531167581855,7,24,6,9.344635564381186,89.0025404944226,Mobile,Online,26,1208,0
TXN001996,3871,1516,3980.154225685822,18,28,7,24.968377886400397,70.24119285200678,Mobile,Online,21,3524,0
TXN001997,1980,282,912.7092747258462,8,6,3,23.455885942404727,74.7360339230266,Desktop,In-Store,16,2648,0
TXN001998,2757,1913,1429.5186759551102,16,1,12,11.411654043185887,95.77590123158494,Desktop,In-Store,19,3062,0
TXN001999,1394,1634,5755.757221839747,8,21,9,17.529216279694992,75.23995392791743,POS,Online,28,619,0
TXN002000,332,657,4713.073025512284,10,19,1,21.599971309412883,70.50840753378188,POS,Online,20,1770,0
TXN002001,4485,1008,4795.546801194836,11,22,3,17.689416210184266,84.72413511435559,Mobile,In-Store,17,1027,0
TXN002002,3674,1958,2868.135641539045,8,16,3,29.827655602785637,81.53520583159698,POS,In-Store,21,3160,0
TXN002003,3915,27,2473541.817202976,0,22,11,17.424774570047,68.00430788346264,Mobile,Online,0,972,1
TXN002004,1641,612,3880.511122555347,14,9,1,10.649067501706794,83.26262770009792,POS,Online,8,208,0
TXN002005,176,1808,286.06740059884623,9,24,12,33.68172581893579,68.74021290836563,Desktop,Online,4,1548,0
TXN002006,4460,7,1951.59640356204,11,16,4,28.035252803056796,69.15543683376053,Mobile,In-Store,9,3388,0
TXN002007,1986,1051,2761.9087087464904,12,12,9,16.67989693060225,69.64741585748345,Mobile,In-Store,12,2874,0
TXN002008,4748,114,3590.926254561571,9,19,8,9.288641012159989,92.90633100414564,Mobile,Online,3,1440,0
TXN002009,2913,827,973.5026550200423,22,16,4,13.333571522752903,80.29190598544388,POS,Online,18,1363,0
TXN002010,4400,1319,2301.515178546056,13,13,11,26.431793502755863,76.98516032507607,Mobile,In-Store,11,2069,0
TXN002011,4307,1999,2585.481930219094,0,25,10,15.824574808754814,85.17518850366528,Mobile,In-Store,13,2064,0
TXN002012,1571,1855,2083.0980269052025,23,12,8,11.106676114930295,74.97610301850112,Mobile,Online,22,825,0
TXN002013,2123,1730,572.7679747641557,16,1,11,10.588665670592519,86.03250908854932,Desktop,Online,9,1916,0
TXN002014,556,953,2660.792511519355,20,26,6,31.16502215899211,72.66940726171508,Mobile,In-Store,19,931,0
TXN002015,3272,531,820.681618011301,14,7,9,18.048860239297596,96.2359288794787,Desktop,In-Store,5,508,0
TXN002016,3209,1772,3945.286120986635,23,17,4,34.181532990783516,75.32051669316205,POS,In-Store,20,2835,0
TXN002017,1884,1901,1051.20777952862,0,12,11,23.942228843210962,82.81365560105759,Mobile,Online,19,337,0
TXN002018,4117,1018,2592.8436217216504,9,18,7,14.062411829151007,94.94582860098073,Mobile,Online,11,1485,0
TXN002019,2411,930,434123.64263404574,4,19,7,-12.698612732171625,29.339329384028247,Mobile,Online,0,10,1
TXN002020,2292,1306,695.9827203826835,7,19,11,13.034496890941883,70.97909133917659,Mobile,In-Store,7,1500,0
TXN002021,114,976,1499.9729594994064,7,2,7,33.842341766236665,68.71850391842378,POS,In-Store,17,1187,0
TXN002022,1053,1039,551.8333981521728,19,14,9,8.131971155400397,93.307620851576,Mobile,In-Store,14,398,0
TXN002023,4857,558,3127.224512270922,16,27,2,18.666624003943355,95.82327210929107,Mobile,Online,12,456,0
TXN002024,4356,1803,2325.403381860486,11,17,4,31.70309147841922,78.3034041740134,Mobile,In-Store,3,3169,0
TXN002025,323,1852,5818.430819948047,7,20,6,29.82472733147734,70.3021484097549,Mobile,Online,29,2943,0
TXN002026,1597,1065,2302.411702193785,11,18,8,25.891768324978575,90.30790149267537,Mobile,Online,14,1711,0
TXN002027,1725,86,516.1214192756256,23,9,9,15.521699584226173,73.98581454315642,Mobile,Online,0,1672,0
TXN002028,642,177,3215.833301706191,19,10,10,34.56566343075376,92.93173694567025,Mobile,Online,25,2108,0
TXN002029,4402,1476,3587.9690626895426,9,28,2,27.61216984438575,70.07940651637028,POS,In-Store,25,601,0
TXN002030,3100,1252,2240.250741374579,19,14,2,10.868723787587946,77.24409982575138,POS,In-Store,14,775,0
TXN002031,715,650,4340.994953548917,11,12,3,33.263305731902406,72.49508691943781,Desktop,In-Store,11,798,0
TXN002032,3293,12,809.25337038522,19,27,5,23.056749012998395,78.17819625871846,POS,Online,7,683,0
TXN002033,2870,554,3647.610409791242,7,23,1,8.909513876274795,83.14319513752913,Mobile,In-Store,29,1776,0
TXN002034,3995,1303,229.30831730005684,8,5,12,30.30894325106386,76.52119033134466,POS,In-Store,13,775,0
TXN002035,3659,177,4053.5184381512263,13,16,9,28.669584559753986,89.35997658078438,Mobile,Online,8,837,0
TXN002036,3197,1525,1559.7556847582628,0,23,6,28.40239991736455,91.99521292819472,POS,In-Store,21,2610,0
TXN002037,3291,718,2286.18674917852,0,16,6,17.945560636273413,81.48845669539865,POS,Online,24,325,0
TXN002038,1117,1798,3777.059008519769,9,3,3,12.187435444463283,84.50984333303364,Mobile,In-Store,3,1348,0
TXN002039,2861,573,1107.6537110273964,8,21,8,18.128206826638493,83.26728508298804,Mobile,Online,28,3387,0
TXN002040,1595,1086,4906.8360586684075,18,19,12,28.444372003313507,81.33507711902942,Mobile,Online,12,3369,0
TXN002041,4191,899,2203.9583912162516,19,26,1,31.225533663861267,72.4177800519916,Mobile,In-Store,17,1245,0
TXN002042,3043,1362,1238.3232829456524,9,25,4,19.453859608406574,87.2778915016681,Mobile,In-Store,16,1738,0
TXN002043,4919,1217,3678.014433853007,21,20,3,26.89752286277016,93.4690874275294,Mobile,Online,9,1766,0
TXN002044,1572,865,107.54815114678968,22,20,8,10.920610283202944,76.89464611974847,Desktop,In-Store,4,1748,0
TXN002045,155,1815,868.2230179680128,13,13,5,12.79790704181545,87.10868767602646,Mobile,Online,21,2366,0
TXN002046,4595,305,5244.672541909367,19,28,1,17.78894222487878,75.85136349075984,Desktop,In-Store,7,2333,0
TXN002047,1230,28,2089.8520163363387,10,20,7,31.232931904342518,81.01103500550789,POS,In-Store,21,1621,0
TXN002048,1949,953,623.0657970069983,10,26,3,14.217843432830215,75.48616986596096,Mobile,In-Store,12,1423,0
TXN002049,2465,1867,434.3526044216105,13,28,1,21.209416182598606,78.85608240549209,Mobile,Online,14,1852,0
TXN002050,1746,1247,148.9854779031998,19,18,9,27.180577310163002,76.20218840919516,POS,Online,22,2729,0
TXN002051,2773,790,2116.4910049321493,12,2,5,30.785499757102375,95.44810631422366,Mobile,In-Store,1,583,0
TXN002052,3565,564,7041.181556832784,19,9,11,23.820548061016694,91.55170797549361,Desktop,Online,26,3559,0
TXN002053,3663,1654,4386.010930580986,9,26,9,13.787543199990257,77.01458384045003,Desktop,In-Store,28,2911,0
TXN002054,3505,1435,2186.342513481502,18,21,3,24.357442299805093,90.42399796296041,POS,In-Store,12,1110,0
TXN002055,3891,13,4973.759713627605,17,10,6,24.141807075299717,88.98368604506365,Mobile,In-Store,23,411,0
TXN002056,1750,1500,3090.9367185436977,10,8,12,21.356911610914807,69.3812768083693,Mobile,Online,21,3264,0
TXN002057,3114,258,332119.8631825227,5,10,12,-53.42437420775528,84.03542223639533,Mobile,Online,0,3,1
TXN002058,2893,1075,2198.739229636007,9,28,9,19.434300125523208,69.78579265374788,Desktop,In-Store,13,585,0
TXN002059,1776,1444,2332.2816672553463,16,8,10,22.66340209734732,72.15676612492092,Mobile,Online,2,3143,0
TXN002060,1276,647,2702.9584583407823,17,6,7,24.902751124420732,96.38870308490507,Mobile,Online,23,3082,0
TXN002061,1834,618,2612.911133084547,21,14,11,34.70487177845634,93.9393448567853,Desktop,In-Store,1,3530,0
TXN002062,3521,1194,3511.4339631285175,0,17,7,10.169821710803188,73.00706900622922,Mobile,In-Store,21,1672,0
TXN002063,2757,241,3077.742544845145,21,5,2,28.983005766700717,96.22637771909008,POS,Online,7,1253,0
TXN002064,3268,1386,339.54209354849445,16,1,2,19.77598421810572,78.71197264485338,Mobile,Online,18,872,0
TXN002065,1307,65,316.718678412855,4,14,4,-23.605893753434188,0.1855035183355085,Mobile,Online,0,24,1
TXN002066,4376,1394,1201.7690619280606,17,12,8,16.97873952937889,89.7340019073745,Desktop,Online,3,1005,0
TXN002067,2263,1151,6241715.016327312,2,28,1,-31.59524445351616,-43.056598146873085,Mobile,Online,50,9,1
TXN002068,2,1576,2176.0494034791686,8,6,8,22.919941909458753,71.47968062252214,Mobile,Online,28,3529,0
TXN002069,2589,426,6609.422071162003,8,13,6,14.082760171335675,89.86085620682239,Mobile,In-Store,29,3125,0
TXN002070,1478,1509,2272.8985687916575,12,18,3,18.333323890807936,70.53128633289447,Mobile,Online,3,1637,0
TXN002071,3178,922,2528.6183732390996,16,11,11,27.3119142611383,73.22904866521226,Mobile,Online,1,818,0
TXN002072,2386,1184,1140.032383122477,23,11,8,30.78223158216072,92.38871835931857,Mobile,Online,18,868,0
